Measure Names,reg_area_cod,species,year,Measure Values
landings,7BCEFGHJK,RJH,2003,0
discards,7BCEFGHJK,RJH,2004,13.846
landings,7BCEFGHJK,RJH,2004,0
discards,7BCEFGHJK,RJH,2005,1.994
landings,7BCEFGHJK,RJH,2005,0
discards,7BCEFGHJK,RJH,2006,12.364
landings,7BCEFGHJK,RJH,2006,0
discards,7BCEFGHJK,RJH,2007,29.647
landings,7BCEFGHJK,RJH,2007,0
discards,7BCEFGHJK,RJH,2008,12.94
landings,7BCEFGHJK,RJH,2008,141.569
discards,7BCEFGHJK,RJH,2009,7.281
landings,7BCEFGHJK,RJH,2009,110.772
discards,7BCEFGHJK,RJH,2010,15.003
landings,7BCEFGHJK,RJH,2010,120.72
discards,7BCEFGHJK,RJH,2011,112.949
landings,7BCEFGHJK,RJH,2011,496.828
discards,7BCEFGHJK,RJH,2012,33.712
landings,7BCEFGHJK,RJH,2012,578.861
discards,7BCEFGHJK,RJH,2013,159.163
landings,7BCEFGHJK,RJH,2013,618.298
discards,7BCEFGHJK,RJH,2014,175.394052
landings,7BCEFGHJK,RJH,2014,619.1127
discards,7BCEFGHJK,RJH,2015,82.444813
landings,7BCEFGHJK,RJH,2015,751.3994
discards,7BCEFGHJK,RJI,2010,
landings,7BCEFGHJK,RJI,2010,38.123
discards,7BCEFGHJK,RJI,2011,
landings,7BCEFGHJK,RJI,2011,117.451
discards,7BCEFGHJK,RJI,2012,
landings,7BCEFGHJK,RJI,2012,121.471
discards,7BCEFGHJK,RJI,2013,5.845
landings,7BCEFGHJK,RJI,2013,97.736
discards,7BCEFGHJK,RJI,2014,2.295543
landings,7BCEFGHJK,RJI,2014,84.939
discards,7BCEFGHJK,RJI,2015,3.751463
landings,7BCEFGHJK,RJI,2015,105.556
discards,7BCEFGHJK,RJM,2003,52.186
landings,7BCEFGHJK,RJM,2003,726.19
discards,7BCEFGHJK,RJM,2004,9889.684
landings,7BCEFGHJK,RJM,2004,604.713
discards,7BCEFGHJK,RJM,2005,54.307
landings,7BCEFGHJK,RJM,2005,526.733
discards,7BCEFGHJK,RJM,2006,468.568
landings,7BCEFGHJK,RJM,2006,388.944
discards,7BCEFGHJK,RJM,2007,2177.315
landings,7BCEFGHJK,RJM,2007,397.764
discards,7BCEFGHJK,RJM,2008,1760.607
landings,7BCEFGHJK,RJM,2008,547.915
discards,7BCEFGHJK,RJM,2009,22.512
landings,7BCEFGHJK,RJM,2009,534.65098
discards,7BCEFGHJK,RJM,2010,42.625
landings,7BCEFGHJK,RJM,2010,40.252
discards,7BCEFGHJK,RJM,2011,23.901
landings,7BCEFGHJK,RJM,2011,138.836
discards,7BCEFGHJK,RJM,2012,371.073
landings,7BCEFGHJK,RJM,2012,113.298
discards,7BCEFGHJK,RJM,2013,40.517
landings,7BCEFGHJK,RJM,2013,83.406
discards,7BCEFGHJK,RJM,2014,246.856267
landings,7BCEFGHJK,RJM,2014,65.3354
discards,7BCEFGHJK,RJM,2015,61.12978
landings,7BCEFGHJK,RJM,2015,56.0188
discards,7BCEFGHJK,RJN,2003,70.628
landings,7BCEFGHJK,RJN,2003,1310.101
discards,7BCEFGHJK,RJN,2004,363.566
landings,7BCEFGHJK,RJN,2004,1235.492
discards,7BCEFGHJK,RJN,2005,95.45
landings,7BCEFGHJK,RJN,2005,1251.087
discards,7BCEFGHJK,RJN,2006,1361.216
landings,7BCEFGHJK,RJN,2006,935.039
discards,7BCEFGHJK,RJN,2007,86.108
landings,7BCEFGHJK,RJN,2007,789.513
discards,7BCEFGHJK,RJN,2008,96.417
landings,7BCEFGHJK,RJN,2008,1022.154
discards,7BCEFGHJK,RJN,2009,15.298
landings,7BCEFGHJK,RJN,2009,1014.718
discards,7BCEFGHJK,RJN,2010,71.88
landings,7BCEFGHJK,RJN,2010,41.381
discards,7BCEFGHJK,RJN,2011,130.742
landings,7BCEFGHJK,RJN,2011,326.587
discards,7BCEFGHJK,RJN,2012,106.411
landings,7BCEFGHJK,RJN,2012,234.761
discards,7BCEFGHJK,RJN,2013,172.632
landings,7BCEFGHJK,RJN,2013,264.77
discards,7BCEFGHJK,RJN,2014,714.405171
landings,7BCEFGHJK,RJN,2014,216.8676
discards,7BCEFGHJK,RJN,2015,92.643485
landings,7BCEFGHJK,RJN,2015,234.5197
discards,7BCEFGHJK,RJO,2003,0
landings,7BCEFGHJK,RJO,2003,58.365
discards,7BCEFGHJK,RJO,2004,0
landings,7BCEFGHJK,RJO,2004,9.734
discards,7BCEFGHJK,RJO,2005,0
landings,7BCEFGHJK,RJO,2005,2.281
discards,7BCEFGHJK,RJO,2006,0
landings,7BCEFGHJK,RJO,2006,1.078
discards,7BCEFGHJK,RJO,2007,0
landings,7BCEFGHJK,RJO,2007,7.34
discards,7BCEFGHJK,RJO,2008,0
landings,7BCEFGHJK,RJO,2008,9.573
discards,7BCEFGHJK,RJO,2009,
landings,7BCEFGHJK,RJO,2009,9.573
discards,7BCEFGHJK,RJO,2011,
landings,7BCEFGHJK,RJO,2011,0.083
discards,7BCEFGHJK,RJO,2012,
landings,7BCEFGHJK,RJO,2012,0.01
discards,7BCEFGHJK,RJO,2013,
landings,7BCEFGHJK,RJO,2013,0.061
discards,7BCEFGHJK,RJO,2014,
landings,7BCEFGHJK,RJO,2014,61.4115
discards,7BCEFGHJK,RJO,2015,
landings,7BCEFGHJK,RJO,2015,123.4079
discards,7BCEFGHJK,RJR,2008,
landings,7BCEFGHJK,RJR,2008,0.777
discards,7BCEFGHJK,RJR,2011,
landings,7BCEFGHJK,RJR,2011,2.986
discards,7BCEFGHJK,RJR,2012,
landings,7BCEFGHJK,RJR,2012,13.84
discards,7BCEFGHJK,RJR,2013,
landings,7BCEFGHJK,RJR,2013,1.164
discards,7BCEFGHJK,RJR,2014,
landings,7BCEFGHJK,RJR,2014,3.365
discards,7BCEFGHJK,RJR,2015,
landings,7BCEFGHJK,RJR,2015,0.498
discards,7BCEFGHJK,RJU,2003,1.274
landings,7BCEFGHJK,RJU,2003,0
discards,7BCEFGHJK,RJU,2004,15.662
landings,7BCEFGHJK,RJU,2004,0
discards,7BCEFGHJK,RJU,2005,2.064
landings,7BCEFGHJK,RJU,2005,0
discards,7BCEFGHJK,RJU,2006,4.628
landings,7BCEFGHJK,RJU,2006,0
discards,7BCEFGHJK,RJU,2008,10.177
landings,7BCEFGHJK,RJU,2008,0
discards,7BCEFGHJK,RJU,2009,0.032
landings,7BCEFGHJK,RJU,2009,0
discards,7BCEFGHJK,RJU,2010,6.563
landings,7BCEFGHJK,RJU,2010,0
discards,7BCEFGHJK,RJU,2011,0.193
landings,7BCEFGHJK,RJU,2011,0
discards,7BCEFGHJK,RJU,2012,7.555
landings,7BCEFGHJK,RJU,2012,0
discards,7BCEFGHJK,RJU,2013,90.18
landings,7BCEFGHJK,RJU,2013,0
discards,7BCEFGHJK,RJU,2014,78.379
landings,7BCEFGHJK,RJU,2014,0
discards,7BCEFGHJK,RJU,2015,252.237
landings,7BCEFGHJK,RJU,2015,3.959
discards,7BCEFGHJK,RJY,2004,0.354
landings,7BCEFGHJK,RJY,2004,0
discards,7BCEFGHJK,RJY,2010,
landings,7BCEFGHJK,RJY,2010,0.055
discards,7BCEFGHJK,RJY,2011,
landings,7BCEFGHJK,RJY,2011,0.582
discards,7BCEFGHJK,RJY,2012,
landings,7BCEFGHJK,RJY,2012,0.12
discards,7BCEFGHJK,RJY,2015,0.43
landings,7BCEFGHJK,RJY,2015,0
discards,7BCEFGHJK,RLI,2003,19.327
landings,7BCEFGHJK,RLI,2003,0
discards,7BCEFGHJK,RLI,2004,21.765
landings,7BCEFGHJK,RLI,2004,0
discards,7BCEFGHJK,RLI,2005,24.238
landings,7BCEFGHJK,RLI,2005,0
discards,7BCEFGHJK,RLI,2006,19.962
landings,7BCEFGHJK,RLI,2006,0
discards,7BCEFGHJK,RLI,2007,43.236
landings,7BCEFGHJK,RLI,2007,0
discards,7BCEFGHJK,RLI,2008,28.368
landings,7BCEFGHJK,RLI,2008,0
discards,7BCEFGHJK,RLI,2009,18.201
landings,7BCEFGHJK,RLI,2009,0
discards,7BCEFGHJK,RLI,2010,30.5
landings,7BCEFGHJK,RLI,2010,0
discards,7BCEFGHJK,RLI,2011,7.376
landings,7BCEFGHJK,RLI,2011,0
discards,7BCEFGHJK,RLI,2012,22.346
landings,7BCEFGHJK,RLI,2012,0
discards,7BCEFGHJK,RLI,2013,5.754
landings,7BCEFGHJK,RLI,2013,0
discards,7BCEFGHJK,RLI,2014,7.317
landings,7BCEFGHJK,RLI,2014,0
discards,7BCEFGHJK,RLI,2015,24.789
landings,7BCEFGHJK,RLI,2015,0
discards,7BCEFGHJK,RNG,2003,74.194
landings,7BCEFGHJK,RNG,2003,50.939
discards,7BCEFGHJK,RNG,2004,8.24
landings,7BCEFGHJK,RNG,2004,45.815
discards,7BCEFGHJK,RNG,2005,18.361
landings,7BCEFGHJK,RNG,2005,55.57
discards,7BCEFGHJK,RNG,2006,0
landings,7BCEFGHJK,RNG,2006,137.959
discards,7BCEFGHJK,RNG,2007,0.391
landings,7BCEFGHJK,RNG,2007,27.943
discards,7BCEFGHJK,RNG,2008,49.727
landings,7BCEFGHJK,RNG,2008,0.262
discards,7BCEFGHJK,RNG,2009,0.431
landings,7BCEFGHJK,RNG,2009,0.342
discards,7BCEFGHJK,RNG,2010,390.805927
landings,7BCEFGHJK,RNG,2010,36.605
discards,7BCEFGHJK,RNG,2011,767.798768
landings,7BCEFGHJK,RNG,2011,41.916
discards,7BCEFGHJK,RNG,2012,2.579537
landings,7BCEFGHJK,RNG,2012,43.74271
discards,7BCEFGHJK,RNG,2013,86.942
landings,7BCEFGHJK,RNG,2013,34.62
discards,7BCEFGHJK,RNG,2014,7.563562
landings,7BCEFGHJK,RNG,2014,10.7048
discards,7BCEFGHJK,RNG,2015,2.840269
landings,7BCEFGHJK,RNG,2015,17.29824
discards,7BCEFGHJK,ROL,2006,0.242
landings,7BCEFGHJK,ROL,2006,0
discards,7BCEFGHJK,ROL,2011,
landings,7BCEFGHJK,ROL,2011,0.047
discards,7BCEFGHJK,ROL,2012,
landings,7BCEFGHJK,ROL,2012,0.185
discards,7BCEFGHJK,ROL,2013,
landings,7BCEFGHJK,ROL,2013,0.166
discards,7BCEFGHJK,ROL,2014,
landings,7BCEFGHJK,ROL,2014,6.76403
discards,7BCEFGHJK,ROL,2015,
landings,7BCEFGHJK,ROL,2015,8.60065
discards,7BCEFGHJK,RPG,2006,
landings,7BCEFGHJK,RPG,2006,2.449
discards,7BCEFGHJK,RPG,2007,
landings,7BCEFGHJK,RPG,2007,0.268
discards,7BCEFGHJK,RPG,2008,
landings,7BCEFGHJK,RPG,2008,0.004
discards,7BCEFGHJK,RPG,2009,
landings,7BCEFGHJK,RPG,2009,0.004
discards,7BCEFGHJK,RPG,2014,
landings,7BCEFGHJK,RPG,2014,1.51066
discards,7BCEFGHJK,RPG,2015,
landings,7BCEFGHJK,RPG,2015,1.20223
discards,7BCEFGHJK,SAA,2013,
landings,7BCEFGHJK,SAA,2013,0.019
discards,7BCEFGHJK,SAL,2006,
landings,7BCEFGHJK,SAL,2006,0.005
discards,7BCEFGHJK,SAL,2011,
landings,7BCEFGHJK,SAL,2011,0.0004
discards,7BCEFGHJK,SAL,2013,
landings,7BCEFGHJK,SAL,2013,0.001
discards,7BCEFGHJK,SAN,2003,0.077
landings,7BCEFGHJK,SAN,2003,6.402
discards,7BCEFGHJK,SAN,2004,0.121
landings,7BCEFGHJK,SAN,2004,10.787
discards,7BCEFGHJK,SAN,2005,1.163
landings,7BCEFGHJK,SAN,2005,13.349
discards,7BCEFGHJK,SAN,2006,0.006
landings,7BCEFGHJK,SAN,2006,20.393
discards,7BCEFGHJK,SAN,2007,0.421
landings,7BCEFGHJK,SAN,2007,11.463
discards,7BCEFGHJK,SAN,2008,
landings,7BCEFGHJK,SAN,2008,19.432
discards,7BCEFGHJK,SAN,2009,
landings,7BCEFGHJK,SAN,2009,10.192
discards,7BCEFGHJK,SAN,2010,
landings,7BCEFGHJK,SAN,2010,7.84
discards,7BCEFGHJK,SAN,2011,
landings,7BCEFGHJK,SAN,2011,13.195
discards,7BCEFGHJK,SAN,2012,0.33
landings,7BCEFGHJK,SAN,2012,21.7845
discards,7BCEFGHJK,SAN,2013,
landings,7BCEFGHJK,SAN,2013,30.814
discards,7BCEFGHJK,SAN,2014,
landings,7BCEFGHJK,SAN,2014,23.45705
discards,7BCEFGHJK,SAN,2015,
landings,7BCEFGHJK,SAN,2015,21.37178
discards,7BCEFGHJK,SAX,2005,0.003
landings,7BCEFGHJK,SAX,2005,0
discards,7BCEFGHJK,SAX,2006,0.093
landings,7BCEFGHJK,SAX,2006,0
discards,7BCEFGHJK,SAX,2007,0.027
landings,7BCEFGHJK,SAX,2007,0
discards,7BCEFGHJK,SAX,2008,0.27
landings,7BCEFGHJK,SAX,2008,0
discards,7BCEFGHJK,SAX,2010,0.009
landings,7BCEFGHJK,SAX,2010,0
discards,7BCEFGHJK,SBA,2004,
landings,7BCEFGHJK,SBA,2004,0.023
discards,7BCEFGHJK,SBA,2005,
landings,7BCEFGHJK,SBA,2005,0.006
discards,7BCEFGHJK,SBA,2006,
landings,7BCEFGHJK,SBA,2006,0.095
discards,7BCEFGHJK,SBA,2007,0
landings,7BCEFGHJK,SBA,2007,0.443
discards,7BCEFGHJK,SBA,2008,
landings,7BCEFGHJK,SBA,2008,0.06
discards,7BCEFGHJK,SBA,2009,
landings,7BCEFGHJK,SBA,2009,0.06
discards,7BCEFGHJK,SBG,2003,0
landings,7BCEFGHJK,SBG,2003,2.514
discards,7BCEFGHJK,SBG,2004,0
landings,7BCEFGHJK,SBG,2004,3.832
discards,7BCEFGHJK,SBG,2005,0
landings,7BCEFGHJK,SBG,2005,12.995
discards,7BCEFGHJK,SBG,2006,0
landings,7BCEFGHJK,SBG,2006,8
discards,7BCEFGHJK,SBG,2007,0
landings,7BCEFGHJK,SBG,2007,12.634
discards,7BCEFGHJK,SBG,2008,0
landings,7BCEFGHJK,SBG,2008,23.692
discards,7BCEFGHJK,SBG,2009,
landings,7BCEFGHJK,SBG,2009,23.616
discards,7BCEFGHJK,SBG,2011,
landings,7BCEFGHJK,SBG,2011,0.174
discards,7BCEFGHJK,SBG,2012,
landings,7BCEFGHJK,SBG,2012,0.278
discards,7BCEFGHJK,SBG,2013,
landings,7BCEFGHJK,SBG,2013,0.135
discards,7BCEFGHJK,SBG,2014,
landings,7BCEFGHJK,SBG,2014,62.07844
discards,7BCEFGHJK,SBG,2015,
landings,7BCEFGHJK,SBG,2015,42.7808
discards,7BCEFGHJK,SBL,2003,0
landings,7BCEFGHJK,SBL,2003,0.427
discards,7BCEFGHJK,SBL,2004,10.65
landings,7BCEFGHJK,SBL,2004,0.145
discards,7BCEFGHJK,SBL,2005,16.918
landings,7BCEFGHJK,SBL,2005,0.185
discards,7BCEFGHJK,SBL,2006,0
landings,7BCEFGHJK,SBL,2006,0.169
discards,7BCEFGHJK,SBL,2007,0
landings,7BCEFGHJK,SBL,2007,0.101
discards,7BCEFGHJK,SBL,2008,1.125
landings,7BCEFGHJK,SBL,2008,0.202
discards,7BCEFGHJK,SBL,2009,4.24
landings,7BCEFGHJK,SBL,2009,0.202
discards,7BCEFGHJK,SBL,2010,
landings,7BCEFGHJK,SBL,2010,0.04
discards,7BCEFGHJK,SBL,2011,1.28
landings,7BCEFGHJK,SBL,2011,0.011
discards,7BCEFGHJK,SBL,2012,0.04
landings,7BCEFGHJK,SBL,2012,0.015
discards,7BCEFGHJK,SBL,2014,3.55
landings,7BCEFGHJK,SBL,2014,0
discards,7BCEFGHJK,SBR,2003,0
landings,7BCEFGHJK,SBR,2003,1.073
discards,7BCEFGHJK,SBR,2004,0
landings,7BCEFGHJK,SBR,2004,2.792
discards,7BCEFGHJK,SBR,2005,0
landings,7BCEFGHJK,SBR,2005,11.499
discards,7BCEFGHJK,SBR,2006,0
landings,7BCEFGHJK,SBR,2006,32.463
discards,7BCEFGHJK,SBR,2007,0
landings,7BCEFGHJK,SBR,2007,17.875
discards,7BCEFGHJK,SBR,2008,0
landings,7BCEFGHJK,SBR,2008,10.3936
discards,7BCEFGHJK,SBR,2009,0
landings,7BCEFGHJK,SBR,2009,10.864
discards,7BCEFGHJK,SBR,2010,0.604
landings,7BCEFGHJK,SBR,2010,3.8692
discards,7BCEFGHJK,SBR,2011,0.11
landings,7BCEFGHJK,SBR,2011,13.3793
discards,7BCEFGHJK,SBR,2012,0.021
landings,7BCEFGHJK,SBR,2012,4.75525
discards,7BCEFGHJK,SBR,2013,10.657682
landings,7BCEFGHJK,SBR,2013,13.61555
discards,7BCEFGHJK,SBR,2014,0.1
landings,7BCEFGHJK,SBR,2014,3.14902
discards,7BCEFGHJK,SBR,2015,2.514075
landings,7BCEFGHJK,SBR,2015,1.56507
discards,7BCEFGHJK,SBX,2011,
landings,7BCEFGHJK,SBX,2011,0.497
discards,7BCEFGHJK,SBX,2012,
landings,7BCEFGHJK,SBX,2012,0.22
discards,7BCEFGHJK,SBX,2013,
landings,7BCEFGHJK,SBX,2013,0.367
discards,7BCEFGHJK,SBX,2014,
landings,7BCEFGHJK,SBX,2014,3.0314
discards,7BCEFGHJK,SBX,2015,
landings,7BCEFGHJK,SBX,2015,1.4406
discards,7BCEFGHJK,SCE,2003,29.876
landings,7BCEFGHJK,SCE,2003,315.025
discards,7BCEFGHJK,SCE,2004,76.682
landings,7BCEFGHJK,SCE,2004,379.639
discards,7BCEFGHJK,SCE,2005,84.032
landings,7BCEFGHJK,SCE,2005,287.416
discards,7BCEFGHJK,SCE,2006,144.571
landings,7BCEFGHJK,SCE,2006,287.147
discards,7BCEFGHJK,SCE,2007,107.82
landings,7BCEFGHJK,SCE,2007,452.886
discards,7BCEFGHJK,SCE,2008,219.316
landings,7BCEFGHJK,SCE,2008,297.634
discards,7BCEFGHJK,SCE,2009,382.886
landings,7BCEFGHJK,SCE,2009,295.1866
discards,7BCEFGHJK,SCE,2010,199.936
landings,7BCEFGHJK,SCE,2010,427.4347
discards,7BCEFGHJK,SCE,2011,462.023863
landings,7BCEFGHJK,SCE,2011,728.3557
discards,7BCEFGHJK,SCE,2012,117.814
landings,7BCEFGHJK,SCE,2012,832.7612
discards,7BCEFGHJK,SCE,2013,1105.179
landings,7BCEFGHJK,SCE,2013,566.9556
discards,7BCEFGHJK,SCE,2014,140.929
landings,7BCEFGHJK,SCE,2014,395.43537
discards,7BCEFGHJK,SCE,2015,706.49361
landings,7BCEFGHJK,SCE,2015,383.30054
discards,7BCEFGHJK,SCF,2015,
landings,7BCEFGHJK,SCF,2015,0.04
discards,7BCEFGHJK,SCK,2003,
landings,7BCEFGHJK,SCK,2003,33.45
discards,7BCEFGHJK,SCK,2004,1.359
landings,7BCEFGHJK,SCK,2004,2.78
discards,7BCEFGHJK,SCK,2005,
landings,7BCEFGHJK,SCK,2005,7.26
discards,7BCEFGHJK,SCK,2006,
landings,7BCEFGHJK,SCK,2006,8.74
discards,7BCEFGHJK,SCK,2008,2.663
landings,7BCEFGHJK,SCK,2008,0
discards,7BCEFGHJK,SCK,2009,0.18
landings,7BCEFGHJK,SCK,2009,0
discards,7BCEFGHJK,SCK,2010,
landings,7BCEFGHJK,SCK,2010,1.38
discards,7BCEFGHJK,SCK,2011,0.44
landings,7BCEFGHJK,SCK,2011,0.01
discards,7BCEFGHJK,SCK,2012,0.76
landings,7BCEFGHJK,SCK,2012,0
discards,7BCEFGHJK,SCK,2013,0.92
landings,7BCEFGHJK,SCK,2013,0
discards,7BCEFGHJK,SCK,2015,0.08
landings,7BCEFGHJK,SCK,2015,0
discards,7BCEFGHJK,SCL,2003,0
landings,7BCEFGHJK,SCL,2003,1885.297
discards,7BCEFGHJK,SCL,2004,0
landings,7BCEFGHJK,SCL,2004,2020.545
discards,7BCEFGHJK,SCL,2005,0
landings,7BCEFGHJK,SCL,2005,1933.16
discards,7BCEFGHJK,SCL,2006,0
landings,7BCEFGHJK,SCL,2006,1953.601
discards,7BCEFGHJK,SCL,2007,0
landings,7BCEFGHJK,SCL,2007,2064.442
discards,7BCEFGHJK,SCL,2008,0
landings,7BCEFGHJK,SCL,2008,1745.88
discards,7BCEFGHJK,SCL,2009,
landings,7BCEFGHJK,SCL,2009,1733.41
discards,7BCEFGHJK,SCL,2014,
landings,7BCEFGHJK,SCL,2014,2210.96649
discards,7BCEFGHJK,SCL,2015,
landings,7BCEFGHJK,SCL,2015,2120.92347
discards,7BCEFGHJK,SCO,2003,0
landings,7BCEFGHJK,SCO,2003,0.391
discards,7BCEFGHJK,SCO,2004,0
landings,7BCEFGHJK,SCO,2004,3.662
discards,7BCEFGHJK,SCO,2005,0
landings,7BCEFGHJK,SCO,2005,0.21
discards,7BCEFGHJK,SCO,2006,0
landings,7BCEFGHJK,SCO,2006,1.182
discards,7BCEFGHJK,SCO,2007,0
landings,7BCEFGHJK,SCO,2007,1.141
discards,7BCEFGHJK,SCO,2008,0
landings,7BCEFGHJK,SCO,2008,0.235
discards,7BCEFGHJK,SCO,2009,
landings,7BCEFGHJK,SCO,2009,0.235
discards,7BCEFGHJK,SCR,2003,2865.017
landings,7BCEFGHJK,SCR,2003,43.424
discards,7BCEFGHJK,SCR,2004,1922.394
landings,7BCEFGHJK,SCR,2004,37.636
discards,7BCEFGHJK,SCR,2005,2607.569
landings,7BCEFGHJK,SCR,2005,26.407
discards,7BCEFGHJK,SCR,2006,5538.502
landings,7BCEFGHJK,SCR,2006,39.949
discards,7BCEFGHJK,SCR,2007,3152.003
landings,7BCEFGHJK,SCR,2007,29.186
discards,7BCEFGHJK,SCR,2008,1279.598
landings,7BCEFGHJK,SCR,2008,20.035
discards,7BCEFGHJK,SCR,2009,1358.499
landings,7BCEFGHJK,SCR,2009,25.255
discards,7BCEFGHJK,SCR,2010,308.925
landings,7BCEFGHJK,SCR,2010,22.7979
discards,7BCEFGHJK,SCR,2011,1755.406
landings,7BCEFGHJK,SCR,2011,26.2818
discards,7BCEFGHJK,SCR,2012,476.157
landings,7BCEFGHJK,SCR,2012,32.33715
discards,7BCEFGHJK,SCR,2013,1525.317
landings,7BCEFGHJK,SCR,2013,30.12362
discards,7BCEFGHJK,SCR,2014,1097.278
landings,7BCEFGHJK,SCR,2014,74.84541
discards,7BCEFGHJK,SCR,2015,2001.571
landings,7BCEFGHJK,SCR,2015,81.0765
discards,7BCEFGHJK,SCS,2014,
landings,7BCEFGHJK,SCS,2014,0.92092
discards,7BCEFGHJK,SCS,2015,
landings,7BCEFGHJK,SCS,2015,0.2427
discards,7BCEFGHJK,SCX,2003,
landings,7BCEFGHJK,SCX,2003,22.957
discards,7BCEFGHJK,SCX,2004,
landings,7BCEFGHJK,SCX,2004,165.433
discards,7BCEFGHJK,SCX,2005,
landings,7BCEFGHJK,SCX,2005,594.261
discards,7BCEFGHJK,SCX,2006,
landings,7BCEFGHJK,SCX,2006,344.798
discards,7BCEFGHJK,SCX,2007,
landings,7BCEFGHJK,SCX,2007,345.797
discards,7BCEFGHJK,SCX,2008,
landings,7BCEFGHJK,SCX,2008,32.058
discards,7BCEFGHJK,SCX,2009,
landings,7BCEFGHJK,SCX,2009,2.517
discards,7BCEFGHJK,SCY,2014,
landings,7BCEFGHJK,SCY,2014,0.001
discards,7BCEFGHJK,SDG,2008,0.026
landings,7BCEFGHJK,SDG,2008,0
discards,7BCEFGHJK,SDH,2012,
landings,7BCEFGHJK,SDH,2012,1.28
discards,7BCEFGHJK,SDS,2003,21.128
landings,7BCEFGHJK,SDS,2003,0
discards,7BCEFGHJK,SDS,2004,19.57
landings,7BCEFGHJK,SDS,2004,0
discards,7BCEFGHJK,SDS,2005,46.14
landings,7BCEFGHJK,SDS,2005,0
discards,7BCEFGHJK,SDS,2006,31.036
landings,7BCEFGHJK,SDS,2006,0
discards,7BCEFGHJK,SDS,2007,102.798
landings,7BCEFGHJK,SDS,2007,0
discards,7BCEFGHJK,SDS,2008,92.564
landings,7BCEFGHJK,SDS,2008,0
discards,7BCEFGHJK,SDS,2009,72.59
landings,7BCEFGHJK,SDS,2009,0
discards,7BCEFGHJK,SDS,2010,4.948
landings,7BCEFGHJK,SDS,2010,0
discards,7BCEFGHJK,SDS,2011,15.085
landings,7BCEFGHJK,SDS,2011,0.014
discards,7BCEFGHJK,SDS,2012,21.372
landings,7BCEFGHJK,SDS,2012,2.31
discards,7BCEFGHJK,SDS,2013,34.768
landings,7BCEFGHJK,SDS,2013,4.934
discards,7BCEFGHJK,SDS,2014,73.327
landings,7BCEFGHJK,SDS,2014,0.219
discards,7BCEFGHJK,SDS,2015,22.375
landings,7BCEFGHJK,SDS,2015,5.926
discards,7BCEFGHJK,SDT,2003,0.499
landings,7BCEFGHJK,SDT,2003,0
discards,7BCEFGHJK,SDT,2004,0.269
landings,7BCEFGHJK,SDT,2004,0
discards,7BCEFGHJK,SDT,2005,0.492
landings,7BCEFGHJK,SDT,2005,0
discards,7BCEFGHJK,SDT,2006,0.089
landings,7BCEFGHJK,SDT,2006,0
discards,7BCEFGHJK,SDT,2007,0.066
landings,7BCEFGHJK,SDT,2007,0
discards,7BCEFGHJK,SDT,2008,0.192
landings,7BCEFGHJK,SDT,2008,0
discards,7BCEFGHJK,SDT,2009,0.138
landings,7BCEFGHJK,SDT,2009,0
discards,7BCEFGHJK,SDT,2010,0.558
landings,7BCEFGHJK,SDT,2010,0
discards,7BCEFGHJK,SDT,2011,0.32
landings,7BCEFGHJK,SDT,2011,0
discards,7BCEFGHJK,SDT,2012,0.087
landings,7BCEFGHJK,SDT,2012,0
discards,7BCEFGHJK,SDT,2013,0.382
landings,7BCEFGHJK,SDT,2013,0
discards,7BCEFGHJK,SDT,2014,0.02
landings,7BCEFGHJK,SDT,2014,0
discards,7BCEFGHJK,SDU,2012,
landings,7BCEFGHJK,SDU,2012,0.81
discards,7BCEFGHJK,SDU,2015,
landings,7BCEFGHJK,SDU,2015,0.006
discards,7BCEFGHJK,SDV,2003,0
landings,7BCEFGHJK,SDV,2003,542.225
discards,7BCEFGHJK,SDV,2004,0
landings,7BCEFGHJK,SDV,2004,618.759
discards,7BCEFGHJK,SDV,2005,0
landings,7BCEFGHJK,SDV,2005,789.314
discards,7BCEFGHJK,SDV,2006,0
landings,7BCEFGHJK,SDV,2006,742.759
discards,7BCEFGHJK,SDV,2007,0
landings,7BCEFGHJK,SDV,2007,777.883
discards,7BCEFGHJK,SDV,2008,0
landings,7BCEFGHJK,SDV,2008,835.83
discards,7BCEFGHJK,SDV,2009,
landings,7BCEFGHJK,SDV,2009,829.805
discards,7BCEFGHJK,SDV,2012,19.53
landings,7BCEFGHJK,SDV,2012,0
discards,7BCEFGHJK,SDV,2013,4.76
landings,7BCEFGHJK,SDV,2013,0
discards,7BCEFGHJK,SDV,2014,25.82
landings,7BCEFGHJK,SDV,2014,815.76389
discards,7BCEFGHJK,SDV,2015,0.55
landings,7BCEFGHJK,SDV,2015,994.86712
discards,7BCEFGHJK,SFS,2003,
landings,7BCEFGHJK,SFS,2003,0.555
discards,7BCEFGHJK,SFS,2004,
landings,7BCEFGHJK,SFS,2004,0.18
discards,7BCEFGHJK,SFS,2005,
landings,7BCEFGHJK,SFS,2005,0.002
discards,7BCEFGHJK,SFS,2006,
landings,7BCEFGHJK,SFS,2006,342.123
discards,7BCEFGHJK,SFS,2007,
landings,7BCEFGHJK,SFS,2007,67.534
discards,7BCEFGHJK,SFS,2010,
landings,7BCEFGHJK,SFS,2010,0.24
discards,7BCEFGHJK,SFS,2011,
landings,7BCEFGHJK,SFS,2011,25.334
discards,7BCEFGHJK,SFS,2015,
landings,7BCEFGHJK,SFS,2015,0.37
discards,7BCEFGHJK,SFV,2003,
