Measure Names,reg_area_cod,species,year,Measure Values
discards,7BCEFGHJK,JAD,2004,
landings,7BCEFGHJK,JAD,2004,0.15
discards,7BCEFGHJK,JAD,2009,2.8
landings,7BCEFGHJK,JAD,2009,0
discards,7BCEFGHJK,JAD,2010,0.23
landings,7BCEFGHJK,JAD,2010,0
discards,7BCEFGHJK,JAD,2011,0.17
landings,7BCEFGHJK,JAD,2011,0.421
discards,7BCEFGHJK,JAD,2012,9.73
landings,7BCEFGHJK,JAD,2012,0
discards,7BCEFGHJK,JAD,2015,4.78
landings,7BCEFGHJK,JAD,2015,0
discards,7BCEFGHJK,JAX,2003,196.577
landings,7BCEFGHJK,JAX,2003,19.491
discards,7BCEFGHJK,JAX,2004,670.092
landings,7BCEFGHJK,JAX,2004,538.597
discards,7BCEFGHJK,JAX,2005,80260.583
landings,7BCEFGHJK,JAX,2005,315.123
discards,7BCEFGHJK,JAX,2006,4864.794
landings,7BCEFGHJK,JAX,2006,61.703
discards,7BCEFGHJK,JAX,2007,316.836
landings,7BCEFGHJK,JAX,2007,25.1364
discards,7BCEFGHJK,JAX,2008,435.209
landings,7BCEFGHJK,JAX,2008,17.04
discards,7BCEFGHJK,JAX,2009,361.62
landings,7BCEFGHJK,JAX,2009,220.591
discards,7BCEFGHJK,JAX,2010,16205.937
landings,7BCEFGHJK,JAX,2010,117.1879
discards,7BCEFGHJK,JAX,2011,1590.754
landings,7BCEFGHJK,JAX,2011,110.3187
discards,7BCEFGHJK,JAX,2012,5616.4889
landings,7BCEFGHJK,JAX,2012,165.5154
discards,7BCEFGHJK,JAX,2013,53075.789638
landings,7BCEFGHJK,JAX,2013,256.1682
discards,7BCEFGHJK,JAX,2014,2693.944306
landings,7BCEFGHJK,JAX,2014,74.37268
discards,7BCEFGHJK,JAX,2015,1194.903668
landings,7BCEFGHJK,JAX,2015,75.76983
discards,7BCEFGHJK,JCF,2015,
landings,7BCEFGHJK,JCF,2015,4.528
discards,7BCEFGHJK,JCR,2015,
landings,7BCEFGHJK,JCR,2015,0.0541
discards,7BCEFGHJK,JDP,2012,
landings,7BCEFGHJK,JDP,2012,0.011
discards,7BCEFGHJK,JDP,2013,
landings,7BCEFGHJK,JDP,2013,0.08
discards,7BCEFGHJK,JOD,2003,46.814
landings,7BCEFGHJK,JOD,2003,1063.858
discards,7BCEFGHJK,JOD,2004,28.759
landings,7BCEFGHJK,JOD,2004,1073.875
discards,7BCEFGHJK,JOD,2005,16.813
landings,7BCEFGHJK,JOD,2005,1017.008
discards,7BCEFGHJK,JOD,2006,106.047
landings,7BCEFGHJK,JOD,2006,984.021
discards,7BCEFGHJK,JOD,2007,20.474
landings,7BCEFGHJK,JOD,2007,862.434
discards,7BCEFGHJK,JOD,2008,192.304
landings,7BCEFGHJK,JOD,2008,803.675
discards,7BCEFGHJK,JOD,2009,9.715
landings,7BCEFGHJK,JOD,2009,802.12799
discards,7BCEFGHJK,JOD,2010,3.399
landings,7BCEFGHJK,JOD,2010,0
discards,7BCEFGHJK,JOD,2011,13.724
landings,7BCEFGHJK,JOD,2011,179.504
discards,7BCEFGHJK,JOD,2012,71.214
landings,7BCEFGHJK,JOD,2012,492.723
discards,7BCEFGHJK,JOD,2013,19.372
landings,7BCEFGHJK,JOD,2013,472.848
discards,7BCEFGHJK,JOD,2014,177.66119
landings,7BCEFGHJK,JOD,2014,1649.12592
discards,7BCEFGHJK,JOD,2015,149.474213
landings,7BCEFGHJK,JOD,2015,1788.83634
discards,7BCEFGHJK,KEF,2003,
landings,7BCEFGHJK,KEF,2003,2.04
discards,7BCEFGHJK,KEF,2004,
landings,7BCEFGHJK,KEF,2004,0.23
discards,7BCEFGHJK,KGX,2015,
landings,7BCEFGHJK,KGX,2015,0.035
discards,7BCEFGHJK,LBE,2003,1.007
landings,7BCEFGHJK,LBE,2003,3.803
discards,7BCEFGHJK,LBE,2004,0
landings,7BCEFGHJK,LBE,2004,3.259
discards,7BCEFGHJK,LBE,2005,1.051
landings,7BCEFGHJK,LBE,2005,4.147
discards,7BCEFGHJK,LBE,2006,0.523
landings,7BCEFGHJK,LBE,2006,5.191
discards,7BCEFGHJK,LBE,2007,13.689
landings,7BCEFGHJK,LBE,2007,4.461
discards,7BCEFGHJK,LBE,2008,0.636
landings,7BCEFGHJK,LBE,2008,4.6
discards,7BCEFGHJK,LBE,2009,0.071
landings,7BCEFGHJK,LBE,2009,4.554
discards,7BCEFGHJK,LBE,2010,0.108
landings,7BCEFGHJK,LBE,2010,0
discards,7BCEFGHJK,LBE,2011,2.355
landings,7BCEFGHJK,LBE,2011,5.899
discards,7BCEFGHJK,LBE,2012,1.154
landings,7BCEFGHJK,LBE,2012,5.839
discards,7BCEFGHJK,LBE,2013,0
landings,7BCEFGHJK,LBE,2013,7.613
discards,7BCEFGHJK,LBE,2014,5.283
landings,7BCEFGHJK,LBE,2014,14.33104
discards,7BCEFGHJK,LBE,2015,134.929
landings,7BCEFGHJK,LBE,2015,10.76244
discards,7BCEFGHJK,LDB,2004,0.018
landings,7BCEFGHJK,LDB,2004,0
discards,7BCEFGHJK,LEF,2014,
landings,7BCEFGHJK,LEF,2014,0.06399
discards,7BCEFGHJK,LEM,2003,824.382
landings,7BCEFGHJK,LEM,2003,2273.3609
discards,7BCEFGHJK,LEM,2004,600.556
landings,7BCEFGHJK,LEM,2004,2535.2978
discards,7BCEFGHJK,LEM,2005,648.826
landings,7BCEFGHJK,LEM,2005,2343.7128
discards,7BCEFGHJK,LEM,2006,182.091
landings,7BCEFGHJK,LEM,2006,1993.6281
discards,7BCEFGHJK,LEM,2007,379.658
landings,7BCEFGHJK,LEM,2007,1938.8681
discards,7BCEFGHJK,LEM,2008,588.309
landings,7BCEFGHJK,LEM,2008,1516.508
discards,7BCEFGHJK,LEM,2009,774.416944
landings,7BCEFGHJK,LEM,2009,2044.03279
discards,7BCEFGHJK,LEM,2010,628.43984
landings,7BCEFGHJK,LEM,2010,2634.16276
discards,7BCEFGHJK,LEM,2011,665.863024
landings,7BCEFGHJK,LEM,2011,2299.95446
discards,7BCEFGHJK,LEM,2012,379.683877
landings,7BCEFGHJK,LEM,2012,3048.96853
discards,7BCEFGHJK,LEM,2013,308.455912
landings,7BCEFGHJK,LEM,2013,3029.54625
discards,7BCEFGHJK,LEM,2014,400.27505
landings,7BCEFGHJK,LEM,2014,3177.15173
discards,7BCEFGHJK,LEM,2015,580.040322
landings,7BCEFGHJK,LEM,2015,2430.18028
discards,7BCEFGHJK,LEZ,2003,1142.963
landings,7BCEFGHJK,LEZ,2003,3913.7433
discards,7BCEFGHJK,LEZ,2004,693.832
landings,7BCEFGHJK,LEZ,2004,3637.3488
discards,7BCEFGHJK,LEZ,2005,673.415
landings,7BCEFGHJK,LEZ,2005,4013.9586
discards,7BCEFGHJK,LEZ,2006,1104.298
landings,7BCEFGHJK,LEZ,2006,3375.1919
discards,7BCEFGHJK,LEZ,2007,1174.942
landings,7BCEFGHJK,LEZ,2007,3405.0536
discards,7BCEFGHJK,LEZ,2008,1819.951
landings,7BCEFGHJK,LEZ,2008,3288.2152
discards,7BCEFGHJK,LEZ,2009,1385.458
landings,7BCEFGHJK,LEZ,2009,4381.0698
discards,7BCEFGHJK,LEZ,2010,7099.571695
landings,7BCEFGHJK,LEZ,2010,12093.5398
discards,7BCEFGHJK,LEZ,2011,2178.607095
landings,7BCEFGHJK,LEZ,2011,11239.83752
discards,7BCEFGHJK,LEZ,2012,6613.199813
landings,7BCEFGHJK,LEZ,2012,9525.41065
discards,7BCEFGHJK,LEZ,2013,8575.404453
landings,7BCEFGHJK,LEZ,2013,14719.20348
discards,7BCEFGHJK,LEZ,2014,3241.078769
landings,7BCEFGHJK,LEZ,2014,12266.78587
discards,7BCEFGHJK,LEZ,2015,3084.40701
landings,7BCEFGHJK,LEZ,2015,12373.76231
discards,7BCEFGHJK,LIN,2003,42.437
landings,7BCEFGHJK,LIN,2003,2025.7947
discards,7BCEFGHJK,LIN,2004,78.107
landings,7BCEFGHJK,LIN,2004,1829.4838
discards,7BCEFGHJK,LIN,2005,31.486
landings,7BCEFGHJK,LIN,2005,1719.4578
discards,7BCEFGHJK,LIN,2006,48.342
landings,7BCEFGHJK,LIN,2006,1163.3502
discards,7BCEFGHJK,LIN,2007,309.39
landings,7BCEFGHJK,LIN,2007,1271.1846
discards,7BCEFGHJK,LIN,2008,84.676
landings,7BCEFGHJK,LIN,2008,1099.6463
discards,7BCEFGHJK,LIN,2009,71.482
landings,7BCEFGHJK,LIN,2009,1033.01438
discards,7BCEFGHJK,LIN,2010,179.766994
landings,7BCEFGHJK,LIN,2010,1056.31449
discards,7BCEFGHJK,LIN,2011,177.823819
landings,7BCEFGHJK,LIN,2011,1283.57862
discards,7BCEFGHJK,LIN,2012,366.724948
landings,7BCEFGHJK,LIN,2012,1266.57961
discards,7BCEFGHJK,LIN,2013,1100.698211
landings,7BCEFGHJK,LIN,2013,1444.76021
discards,7BCEFGHJK,LIN,2014,305.220641
landings,7BCEFGHJK,LIN,2014,1755.81052
discards,7BCEFGHJK,LIN,2015,315.631476
landings,7BCEFGHJK,LIN,2015,1198.05221
discards,7BCEFGHJK,LIO,2003,0.008
landings,7BCEFGHJK,LIO,2003,0
discards,7BCEFGHJK,LIO,2004,0.003
landings,7BCEFGHJK,LIO,2004,0
discards,7BCEFGHJK,LIO,2006,0.003
landings,7BCEFGHJK,LIO,2006,0
discards,7BCEFGHJK,LIO,2009,0.006
landings,7BCEFGHJK,LIO,2009,0
discards,7BCEFGHJK,LIO,2012,
landings,7BCEFGHJK,LIO,2012,0.058
discards,7BCEFGHJK,LOQ,2003,
landings,7BCEFGHJK,LOQ,2003,0.452
discards,7BCEFGHJK,LOQ,2004,
landings,7BCEFGHJK,LOQ,2004,0.227
discards,7BCEFGHJK,LOQ,2005,
landings,7BCEFGHJK,LOQ,2005,0.14
discards,7BCEFGHJK,LOQ,2006,
landings,7BCEFGHJK,LOQ,2006,0.259
discards,7BCEFGHJK,LOQ,2007,
landings,7BCEFGHJK,LOQ,2007,0.335
discards,7BCEFGHJK,LOS,2006,
landings,7BCEFGHJK,LOS,2006,0.115
discards,7BCEFGHJK,LUM,2003,
landings,7BCEFGHJK,LUM,2003,0.003
discards,7BCEFGHJK,LUM,2004,
landings,7BCEFGHJK,LUM,2004,0.004
discards,7BCEFGHJK,LUM,2005,
landings,7BCEFGHJK,LUM,2005,0.003
discards,7BCEFGHJK,LUM,2006,
landings,7BCEFGHJK,LUM,2006,0.001
discards,7BCEFGHJK,LUM,2007,
landings,7BCEFGHJK,LUM,2007,0.002
discards,7BCEFGHJK,LUM,2008,
landings,7BCEFGHJK,LUM,2008,0.001
discards,7BCEFGHJK,LUM,2009,
landings,7BCEFGHJK,LUM,2009,0.008
discards,7BCEFGHJK,LUM,2010,
landings,7BCEFGHJK,LUM,2010,0.0057
discards,7BCEFGHJK,LUM,2011,
landings,7BCEFGHJK,LUM,2011,0.1189
discards,7BCEFGHJK,LUM,2012,
landings,7BCEFGHJK,LUM,2012,0.073
discards,7BCEFGHJK,LUM,2014,
landings,7BCEFGHJK,LUM,2014,0.024
discards,7BCEFGHJK,LUM,2015,
landings,7BCEFGHJK,LUM,2015,0.02
discards,7BCEFGHJK,LYY,2003,279.86
landings,7BCEFGHJK,LYY,2003,0
discards,7BCEFGHJK,LYY,2004,340.359
landings,7BCEFGHJK,LYY,2004,0
discards,7BCEFGHJK,LYY,2005,310.977
landings,7BCEFGHJK,LYY,2005,0
discards,7BCEFGHJK,LYY,2006,334.183
landings,7BCEFGHJK,LYY,2006,0
discards,7BCEFGHJK,LYY,2007,279.269
landings,7BCEFGHJK,LYY,2007,0
discards,7BCEFGHJK,LYY,2008,255.354
landings,7BCEFGHJK,LYY,2008,0
discards,7BCEFGHJK,LYY,2009,368.891
landings,7BCEFGHJK,LYY,2009,0
discards,7BCEFGHJK,LYY,2010,208.655
landings,7BCEFGHJK,LYY,2010,0
discards,7BCEFGHJK,LYY,2011,221.112
landings,7BCEFGHJK,LYY,2011,0.224
discards,7BCEFGHJK,LYY,2012,194.84
landings,7BCEFGHJK,LYY,2012,0
discards,7BCEFGHJK,LYY,2013,159.698
landings,7BCEFGHJK,LYY,2013,0
discards,7BCEFGHJK,LYY,2014,195.971
landings,7BCEFGHJK,LYY,2014,0
discards,7BCEFGHJK,LYY,2015,158.995
landings,7BCEFGHJK,LYY,2015,0.562
discards,7BCEFGHJK,MAC,2003,2633.703
landings,7BCEFGHJK,MAC,2003,279.8572
discards,7BCEFGHJK,MAC,2004,250.285
landings,7BCEFGHJK,MAC,2004,430.0091
discards,7BCEFGHJK,MAC,2005,2511
landings,7BCEFGHJK,MAC,2005,599.86
discards,7BCEFGHJK,MAC,2006,1144.211
landings,7BCEFGHJK,MAC,2006,271.69
discards,7BCEFGHJK,MAC,2007,528.909
landings,7BCEFGHJK,MAC,2007,182.971
discards,7BCEFGHJK,MAC,2008,5436.267
landings,7BCEFGHJK,MAC,2008,112.972
discards,7BCEFGHJK,MAC,2009,501.246
landings,7BCEFGHJK,MAC,2009,433.06
discards,7BCEFGHJK,MAC,2010,3269.313111
landings,7BCEFGHJK,MAC,2010,253.1044
discards,7BCEFGHJK,MAC,2011,3465.843826
landings,7BCEFGHJK,MAC,2011,619.89689
discards,7BCEFGHJK,MAC,2012,1456.637888
landings,7BCEFGHJK,MAC,2012,141.21742
discards,7BCEFGHJK,MAC,2013,8074.053
landings,7BCEFGHJK,MAC,2013,152.1538
discards,7BCEFGHJK,MAC,2014,4045.398227
landings,7BCEFGHJK,MAC,2014,124.00094
discards,7BCEFGHJK,MAC,2015,6555.40887
landings,7BCEFGHJK,MAC,2015,265.98475
discards,7BCEFGHJK,MAS,2008,
landings,7BCEFGHJK,MAS,2008,0.125
discards,7BCEFGHJK,MAS,2009,
landings,7BCEFGHJK,MAS,2009,0.125
discards,7BCEFGHJK,MAS,2014,
landings,7BCEFGHJK,MAS,2014,0.01441
discards,7BCEFGHJK,MAS,2015,
landings,7BCEFGHJK,MAS,2015,0.03214
discards,7BCEFGHJK,MEG,2003,0
landings,7BCEFGHJK,MEG,2003,1107.502
discards,7BCEFGHJK,MEG,2004,0
landings,7BCEFGHJK,MEG,2004,1066.018
discards,7BCEFGHJK,MEG,2005,0
landings,7BCEFGHJK,MEG,2005,924.19
discards,7BCEFGHJK,MEG,2006,0
landings,7BCEFGHJK,MEG,2006,789.27
discards,7BCEFGHJK,MEG,2007,0
landings,7BCEFGHJK,MEG,2007,923.136
discards,7BCEFGHJK,MEG,2008,0
landings,7BCEFGHJK,MEG,2008,737.102
discards,7BCEFGHJK,MEG,2009,
landings,7BCEFGHJK,MEG,2009,778.70596
discards,7BCEFGHJK,MGC,2015,
landings,7BCEFGHJK,MGC,2015,0.007
discards,7BCEFGHJK,MGR,2005,
landings,7BCEFGHJK,MGR,2005,0.403
discards,7BCEFGHJK,MGR,2013,
landings,7BCEFGHJK,MGR,2013,0.005
discards,7BCEFGHJK,MGR,2014,
landings,7BCEFGHJK,MGR,2014,0.0086
discards,7BCEFGHJK,MGR,2015,
landings,7BCEFGHJK,MGR,2015,0.0622
discards,7BCEFGHJK,MGS,2014,
landings,7BCEFGHJK,MGS,2014,1.72997
discards,7BCEFGHJK,MGS,2015,
landings,7BCEFGHJK,MGS,2015,2.63065
discards,7BCEFGHJK,MKG,2003,31.395
landings,7BCEFGHJK,MKG,2003,0
discards,7BCEFGHJK,MKG,2004,27.562
landings,7BCEFGHJK,MKG,2004,0
discards,7BCEFGHJK,MKG,2005,16.907
landings,7BCEFGHJK,MKG,2005,0
discards,7BCEFGHJK,MKG,2006,15.35
landings,7BCEFGHJK,MKG,2006,0
discards,7BCEFGHJK,MKG,2007,27.097
landings,7BCEFGHJK,MKG,2007,0
discards,7BCEFGHJK,MKG,2008,41.774
landings,7BCEFGHJK,MKG,2008,0
discards,7BCEFGHJK,MKG,2009,34.104
landings,7BCEFGHJK,MKG,2009,0
discards,7BCEFGHJK,MKG,2010,11.796
landings,7BCEFGHJK,MKG,2010,0
discards,7BCEFGHJK,MKG,2011,5.122
landings,7BCEFGHJK,MKG,2011,0
discards,7BCEFGHJK,MKG,2012,13.458
landings,7BCEFGHJK,MKG,2012,0
discards,7BCEFGHJK,MKG,2013,10.832
landings,7BCEFGHJK,MKG,2013,0
discards,7BCEFGHJK,MKG,2014,9.21
landings,7BCEFGHJK,MKG,2014,3.85006
discards,7BCEFGHJK,MKG,2015,10.36
landings,7BCEFGHJK,MKG,2015,0.44936
discards,7BCEFGHJK,MON,2015,
landings,7BCEFGHJK,MON,2015,0.203
discards,7BCEFGHJK,MOP,2011,
landings,7BCEFGHJK,MOP,2011,0.02
discards,7BCEFGHJK,MOP,2012,
landings,7BCEFGHJK,MOP,2012,0.011
discards,7BCEFGHJK,MOR,2003,0
landings,7BCEFGHJK,MOR,2003,4.718
discards,7BCEFGHJK,MOR,2004,0
landings,7BCEFGHJK,MOR,2004,0.927
discards,7BCEFGHJK,MOR,2005,0
landings,7BCEFGHJK,MOR,2005,0.457
discards,7BCEFGHJK,MOR,2006,0
landings,7BCEFGHJK,MOR,2006,0.133
discards,7BCEFGHJK,MOR,2007,0
landings,7BCEFGHJK,MOR,2007,0.297
discards,7BCEFGHJK,MOR,2008,0
landings,7BCEFGHJK,MOR,2008,0.207
discards,7BCEFGHJK,MOR,2009,
landings,7BCEFGHJK,MOR,2009,0.207
discards,7BCEFGHJK,MOX,2015,
landings,7BCEFGHJK,MOX,2015,0.00951
discards,7BCEFGHJK,MSE,2012,0.096
landings,7BCEFGHJK,MSE,2012,0
discards,7BCEFGHJK,MSF,2003,24.719
landings,7BCEFGHJK,MSF,2003,0
discards,7BCEFGHJK,MSF,2004,18.941
landings,7BCEFGHJK,MSF,2004,0
discards,7BCEFGHJK,MSF,2005,6.956
landings,7BCEFGHJK,MSF,2005,0
discards,7BCEFGHJK,MSF,2006,2.725
landings,7BCEFGHJK,MSF,2006,0
discards,7BCEFGHJK,MSF,2007,4.259
landings,7BCEFGHJK,MSF,2007,0
discards,7BCEFGHJK,MSF,2008,9.858
landings,7BCEFGHJK,MSF,2008,0
discards,7BCEFGHJK,MSF,2009,4.354
landings,7BCEFGHJK,MSF,2009,0
discards,7BCEFGHJK,MSF,2010,6.386
landings,7BCEFGHJK,MSF,2010,0
discards,7BCEFGHJK,MSF,2011,1.342
landings,7BCEFGHJK,MSF,2011,0
discards,7BCEFGHJK,MSF,2012,5.587
landings,7BCEFGHJK,MSF,2012,0
discards,7BCEFGHJK,MSF,2013,7.524
landings,7BCEFGHJK,MSF,2013,0
discards,7BCEFGHJK,MSF,2014,14.634
landings,7BCEFGHJK,MSF,2014,0
discards,7BCEFGHJK,MSF,2015,17.644
landings,7BCEFGHJK,MSF,2015,0
discards,7BCEFGHJK,MUL,2003,
landings,7BCEFGHJK,MUL,2003,4.241
discards,7BCEFGHJK,MUL,2004,
landings,7BCEFGHJK,MUL,2004,2.97
discards,7BCEFGHJK,MUL,2005,
landings,7BCEFGHJK,MUL,2005,4.771
discards,7BCEFGHJK,MUL,2006,
landings,7BCEFGHJK,MUL,2006,5.905
discards,7BCEFGHJK,MUL,2007,2.479
landings,7BCEFGHJK,MUL,2007,7.803
discards,7BCEFGHJK,MUL,2008,
landings,7BCEFGHJK,MUL,2008,3.698
discards,7BCEFGHJK,MUL,2009,
landings,7BCEFGHJK,MUL,2009,3.698
discards,7BCEFGHJK,MUL,2011,
landings,7BCEFGHJK,MUL,2011,12.864
discards,7BCEFGHJK,MUL,2012,
landings,7BCEFGHJK,MUL,2012,27.376
discards,7BCEFGHJK,MUL,2013,
landings,7BCEFGHJK,MUL,2013,27.212
discards,7BCEFGHJK,MUL,2014,0
landings,7BCEFGHJK,MUL,2014,6.203
discards,7BCEFGHJK,MUL,2015,
landings,7BCEFGHJK,MUL,2015,1.6458
discards,7BCEFGHJK,MUR,2003,19.328
landings,7BCEFGHJK,MUR,2003,0
discards,7BCEFGHJK,MUR,2004,69.931
landings,7BCEFGHJK,MUR,2004,0
discards,7BCEFGHJK,MUR,2005,26.357
landings,7BCEFGHJK,MUR,2005,0
discards,7BCEFGHJK,MUR,2006,22.595
landings,7BCEFGHJK,MUR,2006,0
discards,7BCEFGHJK,MUR,2007,46.843
landings,7BCEFGHJK,MUR,2007,0
discards,7BCEFGHJK,MUR,2008,13.541
landings,7BCEFGHJK,MUR,2008,0
discards,7BCEFGHJK,MUR,2009,3.567
landings,7BCEFGHJK,MUR,2009,0
discards,7BCEFGHJK,MUR,2010,15.487
landings,7BCEFGHJK,MUR,2010,0
discards,7BCEFGHJK,MUR,2011,68.67
landings,7BCEFGHJK,MUR,2011,104.957
discards,7BCEFGHJK,MUR,2012,6.389
landings,7BCEFGHJK,MUR,2012,141.176
discards,7BCEFGHJK,MUR,2013,11.455
landings,7BCEFGHJK,MUR,2013,89.547
discards,7BCEFGHJK,MUR,2014,25.983193
landings,7BCEFGHJK,MUR,2014,60.2156
discards,7BCEFGHJK,MUR,2015,1447.022056
landings,7BCEFGHJK,MUR,2015,134.532
discards,7BCEFGHJK,MUS,2007,
landings,7BCEFGHJK,MUS,2007,0.51
discards,7BCEFGHJK,MUT,2012,
landings,7BCEFGHJK,MUT,2012,0.12
discards,7BCEFGHJK,MUT,2013,
landings,7BCEFGHJK,MUT,2013,0.08
discards,7BCEFGHJK,MUT,2015,
landings,7BCEFGHJK,MUT,2015,0.32
discards,7BCEFGHJK,MUX,2003,0
landings,7BCEFGHJK,MUX,2003,516.136
discards,7BCEFGHJK,MUX,2004,0
landings,7BCEFGHJK,MUX,2004,948.044
discards,7BCEFGHJK,MUX,2005,0
landings,7BCEFGHJK,MUX,2005,906.051
discards,7BCEFGHJK,MUX,2006,0
landings,7BCEFGHJK,MUX,2006,587.917
discards,7BCEFGHJK,MUX,2007,0
landings,7BCEFGHJK,MUX,2007,644.455
discards,7BCEFGHJK,MUX,2008,0
landings,7BCEFGHJK,MUX,2008,434.802
discards,7BCEFGHJK,MUX,2009,
landings,7BCEFGHJK,MUX,2009,433.50795
discards,7BCEFGHJK,MUX,2014,
landings,7BCEFGHJK,MUX,2014,145.28593
discards,7BCEFGHJK,MUX,2015,
landings,7BCEFGHJK,MUX,2015,347.14829
discards,7BCEFGHJK,MYV,2014,
landings,7BCEFGHJK,MYV,2014,0.006
discards,7BCEFGHJK,MYV,2015,
landings,7BCEFGHJK,MYV,2015,0.012
discards,7BCEFGHJK,MZZ,2003,0
landings,7BCEFGHJK,MZZ,2003,87.005
discards,7BCEFGHJK,MZZ,2004,0
landings,7BCEFGHJK,MZZ,2004,75.176
discards,7BCEFGHJK,MZZ,2005,0
landings,7BCEFGHJK,MZZ,2005,84.75
discards,7BCEFGHJK,MZZ,2006,0
landings,7BCEFGHJK,MZZ,2006,76.189
discards,7BCEFGHJK,MZZ,2007,0
landings,7BCEFGHJK,MZZ,2007,98.451
discards,7BCEFGHJK,MZZ,2008,0
landings,7BCEFGHJK,MZZ,2008,87.282
discards,7BCEFGHJK,MZZ,2009,
landings,7BCEFGHJK,MZZ,2009,85.874
discards,7BCEFGHJK,NEP,2003,11.539
landings,7BCEFGHJK,NEP,2003,4762.7023
discards,7BCEFGHJK,NEP,2004,107.255
landings,7BCEFGHJK,NEP,2004,4111.1172
discards,7BCEFGHJK,NEP,2005,69.096
landings,7BCEFGHJK,NEP,2005,5864.5672
discards,7BCEFGHJK,NEP,2006,110.909
landings,7BCEFGHJK,NEP,2006,4920.8667
discards,7BCEFGHJK,NEP,2007,0
landings,7BCEFGHJK,NEP,2007,6810.7133
discards,7BCEFGHJK,NEP,2008,0
landings,7BCEFGHJK,NEP,2008,6805.5377
discards,7BCEFGHJK,NEP,2009,1682.888
landings,7BCEFGHJK,NEP,2009,6187.2789
discards,7BCEFGHJK,NEP,2010,1372.081183
landings,7BCEFGHJK,NEP,2010,7610.6581
discards,7BCEFGHJK,NEP,2011,535.621146
landings,7BCEFGHJK,NEP,2011,5668.50555
discards,7BCEFGHJK,NEP,2012,789.250489
landings,7BCEFGHJK,NEP,2012,6968.30155
discards,7BCEFGHJK,NEP,2013,1343.704506
landings,7BCEFGHJK,NEP,2013,7247.2761
discards,7BCEFGHJK,NEP,2014,1146.016247
landings,7BCEFGHJK,NEP,2014,7226.60183
discards,7BCEFGHJK,NEP,2015,406.296786
landings,7BCEFGHJK,NEP,2015,6783.97297
discards,7BCEFGHJK,NKT,2003,0.289
landings,7BCEFGHJK,NKT,2003,0
discards,7BCEFGHJK,NKT,2004,0.115
landings,7BCEFGHJK,NKT,2004,0
discards,7BCEFGHJK,NKT,2006,0.116
landings,7BCEFGHJK,NKT,2006,0
discards,7BCEFGHJK,NKT,2007,0.06
landings,7BCEFGHJK,NKT,2007,0
discards,7BCEFGHJK,NKT,2009,0.247
landings,7BCEFGHJK,NKT,2009,0
discards,7BCEFGHJK,NKT,2010,0.129
landings,7BCEFGHJK,NKT,2010,0
discards,7BCEFGHJK,NKT,2012,0.099
landings,7BCEFGHJK,NKT,2012,0
discards,7BCEFGHJK,NKT,2013,0.051
landings,7BCEFGHJK,NKT,2013,0
discards,7BCEFGHJK,NOP,2003,123.572
landings,7BCEFGHJK,NOP,2003,0
discards,7BCEFGHJK,NOP,2004,127.042
landings,7BCEFGHJK,NOP,2004,0
discards,7BCEFGHJK,NOP,2005,333.527
landings,7BCEFGHJK,NOP,2005,0.12
discards,7BCEFGHJK,NOP,2006,440.345
landings,7BCEFGHJK,NOP,2006,0.06
discards,7BCEFGHJK,NOP,2007,243.122
landings,7BCEFGHJK,NOP,2007,0
discards,7BCEFGHJK,NOP,2008,73.871
landings,7BCEFGHJK,NOP,2008,0
discards,7BCEFGHJK,NOP,2009,14.87
landings,7BCEFGHJK,NOP,2009,0
discards,7BCEFGHJK,NOP,2010,118.673
landings,7BCEFGHJK,NOP,2010,0.65
discards,7BCEFGHJK,NOP,2011,42.75
landings,7BCEFGHJK,NOP,2011,0.138
discards,7BCEFGHJK,NOP,2012,91.12
landings,7BCEFGHJK,NOP,2012,0
discards,7BCEFGHJK,NOP,2013,61.838
landings,7BCEFGHJK,NOP,2013,0
discards,7BCEFGHJK,NOP,2014,223.4
landings,7BCEFGHJK,NOP,2014,0
discards,7BCEFGHJK,NOP,2015,171.848
landings,7BCEFGHJK,NOP,2015,0
discards,7BCEFGHJK,NUO,2004,0.034
landings,7BCEFGHJK,NUO,2004,0
discards,7BCEFGHJK,OAL,2015,
landings,7BCEFGHJK,OAL,2015,0.02137
discards,7BCEFGHJK,OCC,2012,
landings,7BCEFGHJK,OCC,2012,1.86
discards,7BCEFGHJK,OCC,2013,
landings,7BCEFGHJK,OCC,2013,0.16
discards,7BCEFGHJK,OCC,2015,
landings,7BCEFGHJK,OCC,2015,0.09
discards,7BCEFGHJK,OCM,2012,
landings,7BCEFGHJK,OCM,2012,29.02
discards,7BCEFGHJK,OCM,2013,
landings,7BCEFGHJK,OCM,2013,37.7
discards,7BCEFGHJK,OCM,2014,
landings,7BCEFGHJK,OCM,2014,12.4884
discards,7BCEFGHJK,OCM,2015,
landings,7BCEFGHJK,OCM,2015,124.5878
discards,7BCEFGHJK,OCT,2011,
landings,7BCEFGHJK,OCT,2011,315.281
discards,7BCEFGHJK,OCT,2012,0
landings,7BCEFGHJK,OCT,2012,386.805
discards,7BCEFGHJK,OCT,2013,0
landings,7BCEFGHJK,OCT,2013,462.199
discards,7BCEFGHJK,OCT,2014,0
landings,7BCEFGHJK,OCT,2014,255.12534
discards,7BCEFGHJK,OCT,2015,0
landings,7BCEFGHJK,OCT,2015,306.38549
discards,7BCEFGHJK,OCZ,2012,
landings,7BCEFGHJK,OCZ,2012,103.931
discards,7BCEFGHJK,OCZ,2013,
